n,r,network_nr,network,gene_tree
140,10,16,"(((((t9,(((t5,t76),(t6,(t57,t59))),t95)),(#I,(t27,((((t15,(t19)#J),(t42,t124)),((t7,t40),(#D,t122))),(#G,((t58,(t116,t51)),(t138,t110))))))),((((((t97,t32),t69),t52),(((t104,t81),(t74,t78)),(t18,(((t45,t121),t38))#I))),((#F,(((t14,t80),((((t111,(t94,(t37,t54))),((t71,(t75,t96)))#F),(((t23,t30),(t134,t86)),t84)),((t21,t25),t60))),t92)),((#E,(t43,t120)))#B)),(#J,(((((t89,(t36,t103)),(((t113,(t118,t105)),(t127,t133)),(t85,t93))),(t65,((t82,t109))#E)),((((t46,t72),t137),(#H,((t136,t44),(t67,(t20,((t115,t100),t3)))))),(((t140,t91),t108),(t107,(#A,(t56,t119)))))),((((t98,((t53,t63),(t28,t123))),(t87,(t117,t33))),((t39,t83))#H),(t77,(t61,(t70,t66)))))))),(t47,t102)),(t125,(#B,((((((t106,t2),((t88,t99),(t68,(t62,t129)))),(t139,(t10,t112))),((t31,t132),(t101,t79))),(#C,((((t22,t29),(t90,(t11)#G)),((t4,(t41)#A),t131)),((t1,((t48,(((t12,t73),(t8)#C),t13)),t64)),((t49,t26),t34))))),((((t130,((t24,t126),((t114,t55),t50))),(t16,((t135,t128))#D)),t17),t35)))))","(((((((t138,t110),(t58,(t116,t51))),(t11,((t42,t124),t15))),(((t135,t128),t122),(t40,t7))),t27),(((t95,(t76,t5)),(t6,(t59,t57))),t9)),(((t92,t92),(((t52,(t69,(t32,t97))),(((t81,(t104,t104)),(t78,t74)),((t38,(t121,t45)),t18))),((t43,t120),((t75,(t71,t71)),((t14,t80),((t60,(t25,t21)),((((t54,t37),t94),t111),(((t86,t134),(t23,t30)),(t84,t84))))))))),t19))"
140,10,17,"((((t24,(t31,t100)),t128),(((((t92,(t123,((#A,((t12,t70),(t82,t124))))#I)),((((t140,t118),(#C,t39)),(((t64,t105),(t41,t98)))#H),(((t106,(t71,t55)),(t134,t67)),((t122,t17))#B))),((t103,t68),(((t131,t86),(((t38,t57),((t119,t47),(t37,t1))),(#B,((t5,(((t126,(t9,t90)),t93),t34)),(t18,t2))))),(t32,t80)))),(((t44,(#J,(t7,(t74)#G))),(#D,(t50,t53))),(t36,((t102,t62),(t107,(t73,t84)))))),(#I,(((t26,t111),(((t66,(t54)#A),((((t61,(#F,t58)),t88),t78),t15)),(#E,((t56,(t94)#D),t132)))),(((t60,t4),(t138,t95)),(t8,t136)))))),((((t20,((t42,t28),t69)),(((((t127,(t97,t52)),t29),((t19,t91),(#H,(((t125,t40),t137),(t104,t43))))),((t133,t48),(t72,t130))),(t79,(t51,t35)))),(t59,(((t113,t85),(((t46,t112),((((t89,(t14)#C),t87),t120),t110)),(((t11,t117),((t114,t75),(t21)#J)),(t6,t76)))),((((t27,t139),t116),t115),(t129,t109))))),((((((t30,t13),(t22,t83)),(t96,(#G,t65))),((t81,(t3,t10)),t101)),t49),((((t23,(t77,t45)),(t33,(t99)#F)),(t63,(t16,(t121)#E))),((t25,t108),t135)))))","(((((t24,t100),t31),t128),(((t53,t50),(t44,(t21,t7))),((((((t123,(t124,t82)),((t70,t12),(t12,t70))),t92),(((t41,t98),((t105,t64),((t118,t140),t39))),((t122,t17),((t106,(t55,t71)),(t67,t134))))),(((t103,t68),((((t47,t119),(((t1,t37),t38),t57)),((t18,t2),((t93,((t34,t126),(t9,t90))),t5))),(t131,t86))),(t80,t32))),(((t138,(((t111,t26),t111),t26)),((t4,t60),(t136,t8))),(((t94,t56),t132),(((t15,((t88,((t58,t61),t99)),t78)),t66),t54)))))),((t49,(((t101,t81),(t10,t3)),((((t22,t83),(t13,t30)),(t96,t96)),(t74,t65)))),((((((t33,((t16,t121),t63)),t135),(t108,t25)),(t23,(t77,t45))),(((((t130,t72),((t48,t133),t48)),t133),(((t91,t19),((t43,t137),(t40,t125))),((t127,(t97,t52)),t29))),((t51,t35),t79))),((((t116,((t139,t139),t27)),(t115,t115)),((t129,t109),(t109,t129))),(((((t76,t6),((t114,t75),(t117,t11))),(((t112,t110),((t87,(t89,t14)),t120)),t46)),(t113,t85)),t59)))))"
140,10,18,"(((((t23,(((t46,t103),(((t37,t1),((t135,t78),t19)),t88)),((t33,(t49,t130)),(t26,t74)))),(#B,((t70,t83),(#I,(t123,t11))))),((((t125,(t59,(t117,(t30,(t92)#H)))),(t2,(((t73,t91),(t81,t93)),t5))),((((t65,t112),t21),t126),(((t87,(t77)#A),t44),(t121,((t52,(#J,((t137,t71),t104))),((t116,(((t94,t118),((t95,t28),#G)),((t62,t131),t58))))#F))))),((t119,t129),(t14,(#C,((t45,t50),(t106,((t122,t108),(t140,t13))))))))),(((t27,(t17,(t20,(t42,t120)))),(t36,t10)),((((((t60,t63),t115),((t6,t18),t24)),((t97,(((t56,t80),t39),(t41,t128))),t69)),((((((t7,(t3,((t136,t82),(t57)#B))),(#H,(t15,(t101)#E))),(t114,t85)),t107),((t48,t84),(t40,t96))),t25)),((t31,((t51,(t67,t113)),((t75,t138),t111))),((((t124,t105),((t61,((t66,t16),t76)),(((t98,t102),(t55,t132)))#J)),(t64,t9)),(((t110,t29),(t35,((t38,t89))#D)),(t32,(#D,(t4,(t72)#I))))))))),(((t109,((t12,t86),t22)),((((t100,t134),(((t47,(t133)#C),t99),(t79)#G)),((t8,t127),t53)),(#A,t54))),(#F,(#E,((t68,t90),(t139,(t34,t43)))))))","(((((((t22,(t12,t86)),(t101,((t34,t43),t139))),t109),(t54,((t54,((t8,t127),(t134,t100))),(((t47,t47),t99),t133)))),((((t79,(t28,t95)),(t94,t118)),t58),t116)),(t90,t68)),(((((((((t10,t36),t27),(t20,(t120,t42))),(((t97,(t39,((t56,t80),(t128,t41)))),((t18,t6),t24)),(t115,(((t63,t60),(t60,t63)),t115)))),(t107,(t85,((t7,t15),((t84,t48),(t40,t96)))))),(((((t61,((t76,t66),t16)),(t124,t105)),((t102,t98),t55)),(t64,t9)),((t4,t32),((t35,t38),t89)))),((((t51,t31),(t113,t67)),(t111,(t75,t138))),t25)),(((t17,(t23,((((t88,((t135,t19),t78)),(t46,t103)),(t37,t1)),((t26,t74),(t33,(t49,t130)))))),((((t126,(t21,(t112,t65))),(t52,((t104,t71),t137))),((t77,t87),t44)),((t5,((t73,t91),(t93,t81))),(t125,((t30,t92),t117))))),((t119,t129),(((t14,t14),t14),((t50,t45),(((t122,t108),t106),(t140,t13))))))),t121))"
140,10,19,"((((t9,(t94,(t97)#G)),((t13,t115),t27)),(t6,((((t29,(t74,t52)),t35),(#A,t118)),(t111)#H))),(#B,(((((((t136,(t128,t77)),((t7,t68),(t11,t98))),(((t55,(t73,t130)),((t89,t38),t41)))#B),((t119,(t70,(#D,t61))),((t22,(t54,(#J,((t58,(t139)#E),t18)))),(t23,t14)))),(t72,(((((t49,t62),(((t78,(t129,t90)),(t37,t32)),(t20,t134))),(t17,t26)),t84),(((t45,t21),t43),(t36)#A)))),((((((((t112,t102),t92),t2),t126),t116),(t48,t39)),(((t79,t10),(t65,t114)),((t34,t93),(#C,(#I,(t63,((t125,t50))#J)))))),(#E,(t83,t85)))),(((t57,((t131,t117),(t31,(t140,(t113,(t95,t44)))))),t87),(#F,((t1,((((t53,t75),(t76)#C),((t28,t133),(t99,t5))),((t33,(((t106,(t110,(t121,t24))),t86),(t81,t103))))#F)),(((((t56,t12),t66),t67),(((t124,(t47,((t16,(t8,t82)),t4))),(#H,(((t46,t71),(t120,(t25,t135))),((t51,t101),(t3,(t64,t109)))))),t123)),((t138,(((t19,t108),(#G,t88)),(((t132,t100),((t59,t107),(t91,(t30)#D))),((t127,t96),((t69,(t105,(t137)#I)),t60))))),(((t40,t15),((t42,t122),t80)),t104)))))))))","((((((t111,t111),(((t29,(t74,t52)),(t36,t118)),t35)),((t35,(t29,(t74,t52))),(t118,t36))),t111),(t6,(((t13,t115),t27),(t94,t9)))),(((((((t140,((t44,t95),t113)),t31),(t131,t117)),t57),t87),((((t123,(((((t82,t8),t16),t4),(t47,t124)),(((t25,t135),t120),((t101,t51),(t3,(t64,t109)))))),(t67,((t12,t56),t66))),((((t19,((t108,t97),t88)),(((t127,t96),((t60,t69),t105)),(t91,(t59,t107)))),(t138,t138)),(((t80,(t122,t42)),(t40,t15)),t104))),(((t33,((((t28,t133),t5),t99),(t53,t75))),((t103,t81),((t106,((t121,t24),t110)),t86))),t1))),(((((((t114,(t10,t79)),((((t93,t34),t76),t137),t63)),t65),((t116,(((t92,(t102,t112)),t2),t126)),(t39,t48))),(t83,t85)),((((t116,(t126,((t102,t112),(t92,t2)))),t139),t83),(((t93,t34),((t76,t137),t63)),((t114,t65),(t10,t79))))),((((((t73,(t55,t130)),(((t68,t7),t7),t7)),(t11,t98)),((t136,t128),t77)),(((t23,t14),(t22,(t54,(((t125,t50),t58),t18)))),((t70,(t61,t30)),t119))),(t72,((((t17,t17),t26),((t49,t62),((t134,t20),((t129,t90),(t78,(t32,t37)))))),t84))))))"
140,10,20,"(((((((t86,(t77)#C),(t38,(t43,t114))),(t99,(t41,(t33)#D))),t22),(#E,((t91,((t34,t90),t2)),t76))),(((t44,(t128,(t39,(#A,t13)))),(#G,(t1,t31))),((t6,t123),((t68,t136))#E))),((((t63,t59),(t110,((t135,t51),t79))),((t118,(t24,t81)),t98)),(((((t129,t124),(#D,((t82,t80),(((t3,t133),(t134,t45)),((t66,(t37,t138)),(t117,t17)))))),((((t69,((t28,(t84)#I),(t70,t105))),(#B,(t29,t87))),(t26,(t107,(t104,t19)))),((t60,(t65,t56)),((((t36,t18),(t108,(t54,t47))),(t83,t121)),((t126,(#J,t5)),t93))))),((t101,(t125,t127)),(t137,(t35)#G))),(((((t102,t95),t78),((t64,t92),(t23,(t116,t103)))),(((t9,t111),(t88,t130)),(t122,t57))),((((((((t50,t11),t46),(t49,t30)),(t106,(t14)#J)),t25),t140),(t62,(#C,(t48,(#I,(t74,(t52,t21))))))),((((((t71,t27),((t97,(t89)#A))#B),t8),(#F,(t32,(t4,t85)))),((t40,(#H,(((t139,(t42,t7)),t100),(t75,(t12,((t67,t55),(t131)#F)))))),t72)),((((t16,t10),((t15,t132),t113)),((t115,t53),(t58,(((t119,(t20,t120)),((t73,t109),t94)))#H))),((t61,t112),t96))))))))","((((((t128,(t39,(t89,t13))),t44),((t31,t31),t1)),((t123,t6),(t68,t136))),((t76,(t91,(t2,(t90,t34)))),(t22,(((t77,t86),(t38,(t43,t114))),(((t41,t33),t99),((t99,t33),t41)))))),(((((((t80,t82),((((t133,t134),t3),t45),(((t138,t37),t66),(t117,t17)))),(t124,t129)),((t101,(t125,t127)),(t35,t137))),(((t93,(t126,t5)),(((t108,(t47,t54)),(t18,t36)),(t83,t121))),((t65,t56),t60))),((t69,((t84,t28),(t105,t70))),t87)),(((((((t111,t9),(t88,t130)),t122),t57),(((t95,t102),t78),((t92,t64),((t23,t23),t116)))),(((((((((t11,t50),t46),(t30,t49)),(t30,(t30,t49))),(t106,t14)),t25),t140),((t48,((t52,t21),t74)),t62)),(((((((t115,t115),t53),((((t73,t109),(t119,(t120,t20))),t94),t58)),(t113,(t10,t16))),(((t100,(t139,(t42,t7))),(((t55,t67),t131),t75)),t40)),(((t85,t4),t32),(((t27,t71),t97),t8))),(t96,t112)))),(((t63,t59),(t79,(t135,t51))),((t59,t63),(t110,(t79,(t135,t51))))))))"
140,10,21,"((((t27,t111),t105),((t87,t10),(t112,(t108,t72)))),(((((t49,(t117,t41)),(t123,(t51,(t83,(t25)#G)))),(((t45,(t7,t20)),(t31)#D),(#H,(t107,t86)))),(((((((t69,t130),t59),((t28,t58),((t2,t126),(t106,t14)))),((t6,(t80,(#J,t133))),(t53,(t91,(#A,t109))))),((t138,(t104,(t32,t64))),((t8,t99),(#F,(t118,t81))))),(#G,(t136,(((((t103,(t114)#E),(t100)#F),(t57,t19)),(t61,t77)),(t102,t78))))),(((t48,((((t17,(t125)#B),((((t84,t55),(t23,t33)),(((t13,(((t40,t132),t4))#I),t128))#H),(t73,t119))),(((t60,t66),t47),((t11,(#E,(t82,(t98,t95)))),t137))),((t29,((t76,t110),t5)),t54))),(#I,(((((t121,((t26,t43),(#B,((t79,t140),t9)))),(((((t85,t131),t97),t38),((t135,t21))#C),t36)),((((t12,(t71,t15)),(t3,((t63,t101),(t122,t42)))),((t92,(t124,t46)),((t24,t115),t116))),((t56,t74),t18))),((((t139,(t52,(t22)#J)),t90),(t37,(t68,t88))),(t94,((t96,(t30)#A),t1)))),(#C,t44)))),((((t89,((t39,t93),(t75,(t134,t127)))),t65),(#D,t34)),t16)))),(((t62,(t129,(t50,t113))),(t35,t67)),(t70,t120))))","(((t105,(t111,t27)),(((t108,t72),t112),((t10,t87),(t10,t87)))),((((t16,(((t49,(t41,t117)),((t83,t51),t123)),((t107,t31),t86))),(((t78,t25),((t61,t77),((t57,t19),(t114,t103)))),(t44,((((((t92,((t124,((t71,t15),(t12,t12))),(((t42,t122),(t101,t63)),t3))),((t115,t24),t116)),((((t26,t43),(t9,(t140,t79))),t121),((((t135,t21),((t131,t85),t97)),t38),(t36,((((t131,t85),t97),(t135,t21)),t38))))),t29),((t54,(t5,(t110,t76))),(((t60,t66),t47),(t137,((t11,((t95,t98),t82)),((t82,(t95,t98)),t11)))))),(((t73,t119),(((t55,t84),(t33,t23)),(t13,t128))),((t17,t125),t48)))))),((t138,(t64,(t104,t32))),(((t81,t118),t100),(t99,t8)))),((t120,t70),((t67,t35),((t129,(t113,t50)),t62)))))"
140,10,22,"(((t138,((t65,(t5,t17)),((t90,(t88,t55)),((t46,t42),t113)))),(((((t87,t6),t25),(t129,t22)),(#C,(((((t1,t45),t110),(t62,t40)),t95),(t74,t117)))),(#G,(((t52,t84),(((((t137,(t112,t103)),(#I,(t127,t44))),(#A,(#H,((((t64,((t12,t122),((t53,t133),(t38)#C))),((t49,t102),(t33)#F)),(t48,(t121,t104))),(t47,(#F,(t54,(t4,t13)))))))),((((t94,t92),t105),(((t132,t51),((t41,(t126)#J),t81)))#B),((((t99,(t36)#I),t18),((t16,(#D,t85)),((((t134,t77),t24),t30),(t69)#D))),(((t97,t58),(t83,((t21,(#J,t23)),((t68,t80),t63)))),(((t75,(t123,t66)),(t118,t89)),t101))))),((t60,t136),((((((t39,t98),t130),t2),(t91,t86)),t57),(t76,((t59,t28))#A))))),((t79,(t93,t78)),((t107,(#B,((t11,t19),t72))),t82)))))),((((t61,((t140,t116),t9)),((t7,t124),(t43,t100))),(t73,((t67,((t131,t119),(t125,(t37)#H))),((t115,t32),(((t106,t35),t14),(t139,(t108)#G)))))),((t10,(#E,(((t20,t34),(t26,((((t135,t120),t71),t114),t15))),((t56,t31),t96)))),(((t128,(t109,t70)),((t27,t29),t8)),(t50,((t111,t3))#E)))))","(((t10,(((t20,(t26,(((t120,t135),(t114,t15)),t71))),t34),(t96,(t56,t31)))),(((t128,(t8,(t27,t29))),(t109,t70)),((t3,t111),t50))),((((t74,t117),(((t11,t19),t107),((t79,(t78,t93)),(((t108,((((t129,t22),t25),((t87,t6),t87)),(t95,((t40,t62),(t110,(t45,t1)))))),(t52,t84)),(((t60,t136),(((t57,((t2,(t98,t39)),t130)),(t28,t59)),t76)),(((((t137,(t103,t112)),((t127,t44),t36)),(((t48,(t121,t104)),((((t38,t133),t53),t64),(t122,t12))),(t33,(((t49,t102),t102),t49)))),(t47,(((t4,t4),t13),t54))),((((t51,t132),((t126,t41),t81)),((t92,t94),t105)),(((t58,t97),(((((t21,t23),t80),t63),t68),t83)),(((t118,t89),((t123,t66),t75)),(t101,(((t30,((t77,t134),t24)),t69),((t16,t85),((t18,t99),(t18,t99)))))))))))))),(((t43,t100),(t7,t124)),((((t73,((t115,t139),(t14,(t106,t35)))),(((t131,t119),(t125,t37)),t67)),t32),t73))),((t61,(t9,(t140,t116))),(((t5,t17),((t88,t55),t90)),((t65,((t42,t46),t113)),t138)))))"
140,10,23,"((((((((t98,t38),(t124,t80)),((t119,t8),t115)),(((t86,(t133,(t120,t75))),((t30,(t127,t84)),(((t116,t21),t88),(((t105,(t11,t19)),t54),((t35,t32),((t43,t69),t22)))))),(((t13,t101),(t61,t28)),((t136,t62),(t97)#C)))),((t25,t47),((t50,(t90)#F),((t73,t17),((t1,(t14,(t70)#H)),(#J,t104)))))),(t114,t83)),(((((t39,t15),t29),((t23,t132),(t91,t110))),(((t111,t140),(t77,(#F,t139))),(t76,((t56,(((t112,t130),t57),t52)),t41)))),(((t81,(#C,t48)),(t100,t53)),t20))),(((((t10,t129),t82),(((t58,t89),(t36)#J),(t87,t34))),(#A,(((t125,(t33,(((t5,t138),t45))#I)),t71),(#E,(((t93,t137),((t18,t107),((t46,t108),(t78,t103)))),((t106,(t26)#B),((((t122,t72),(t126,(t117,(#D,t96)))),(((t121,t99),(t63,t134)),(#B,t16))),t3))))))),(#G,((t95,((((t65,t85),t113),(#H,((t2,t12),t66))),(t74,t6))),((t40,((((t31,(t64,t9)),(((t44,t27),((t49,t68))#D),t59)),(t79)#A),((t37,(t123)#G),t131))),(#I,((((t128,(t92)#E),(t55,t118)),(t94,(t60,(t7,t51)))),(t24,(t109,((t67,t4),((t42,t135),t102)))))))))))","((((((t83,t114),(((t119,t8),t8),t119)),((t124,t80),(t38,t98))),(((((t28,t61),(t13,t101)),(t62,t136)),(((((t54,(t105,(t19,t11))),((t35,t32),(t22,(t43,t69)))),t88),(t30,(((t120,t75),t133),t86))),(t127,t84))),(((t104,(t73,t17)),t50),(t47,t25)))),((((((t15,t39),t29),((t23,t132),(t91,t110))),(((t77,(t90,t139)),(t140,t111)),t76)),(t97,t48)),t20)),(((t82,t82),((t129,t10),((t79,(((t58,t89),t36),(t87,t34))),((t125,t33),((((t137,t93),(((t78,t103),(t46,t108)),(t107,t18))),(t26,t106)),((t3,((t99,t121),(((t63,t63),t134),t16))),((t117,(t96,(t126,t126))),(t122,t72)))))))),(((t138,t5),t45),(((((t60,(t7,t51)),t94),t24),((t109,(t67,(t4,(t42,t135)))),t102)),(((((t64,t9),t31),(t59,((t68,t49),(t27,t44)))),(t131,t37)),((((t70,(t66,(t12,t2))),(t113,(t85,t65))),(t74,t6)),t95))))))"
140,10,24,"(((((((t109,t35),(t19,(t119)#F)),(t122,t113)),((t93,((t132,t58),((t70,t36),(t112,t6)))),((t5,(t28)#G),((t110,t59),((t66,(t42,t77)),(t125,t13)))))),((((t33,t127),(t39,((t31,t69),(t29,(t129,t10))))),(t124,(#G,t98))))#A),t65),(((((((t134,t86),(((((t83,(t120,(t78)#J)),(t23,t108)),t46),((t88,(t8,t68)),t30)),t74)),t47),(t34,((t24,(t104,t63)),t97))),((((((t126,t82),t121),t45),(((t89)#I,t61),t43)),((t22,t114),t79)),((t18,(t25)#C),(t128,t7)))),(t41,(((t53,((t16,t81))#B),(t131,(#J,(t91,t137)))),(t9,((t52,t103),t55))))),(#F,((((t117,t3),((((((t102,(t96,t12)),t21),(t76,(t54,t84))),(t44,(#C,t138))),((t115,t133),t48)),(t92,(t72)#H))),(((((t85,(t14)#E),(t15,t100)),t1),((t32,t80),t27)),(((t4,t49),(((t107,t62),t111))#D),((t90,(t75,t123)),(t26,t73))))),(#A,((((((#H,(#I,(((t20,t101),t130),t95))),(#D,t116)),t51),(((t136,t11),(t56,(#B,t135))),(t105,((t57,t2),((t106,t60),t140))))),(#E,t40)),(((t50,((t17,(t118,t71)),t38)),(t99,t64)),(t139,((t94,t87),(t37,t67))))))))))","((t65,((((t93,(((t112,t6),(t132,t58)),(t36,t70))),((((t77,t42),t66),(t125,t13)),t5)),(t110,t59)),(((t109,t35),t19),(t122,t113)))),(((((((((t22,t79),t114),((((t82,t126),t121),t45),(t43,(t89,t61)))),((t25,t18),((t7,t128),(t128,t7)))),((t97,t34),((t63,t104),t24))),(t86,(t134,(((t108,((t23,t46),(t83,(t78,t120)))),(((t68,t8),t88),t30)),t74)))),t47),(((t119,(((t14,t40),((((((t135,t56),t11),((((t140,(t60,t106)),(t2,t57)),((t140,(t60,t106)),(t2,t57))),t105)),(((t116,((t62,t107),t111)),(t95,(t130,(t20,t101)))),((t95,(t130,(t101,t20))),(t116,(t111,(t107,t62)))))),t136),t51)),t105)),((((((t4,t49),((t73,(t90,t90)),(t75,t123))),t26),((t1,(t100,t15)),t85)),(t27,(t80,t32))),((((((t44,t138),(t76,(t84,t54))),(t102,(t21,(t96,t12)))),(t72,t92)),(t48,(t115,t133))),(t3,t117)))),(((t64,t99),(((t38,(t118,t71)),t17),t50)),(t139,(t37,(t67,(t87,t94))))))),(((((t103,t52),t55),t9),t41),(((t53,t81),t16),(t131,(t91,t137))))))"
140,10,25,"((((((t12,(t41,t119)),t19),(t28,t2)),(t79,(#G,(t5,(t99,t131))))),((((((t56,t97),(t65,((t85,t88))#J)),(t100,(t36)#H)),(#D,(t139,t27))),((t35,(#J,(((t15,t106),t92),(t52,t53)))),t75)),((t25,t138),t72))),((((((t7,((t4,t45),((((t81,t46),t63),((t55,(#H,t91)),(t50,(t69,((t125,t13))#A)))),((t17,((t71,t129),(t108)#I)),t54)))),((((t58,t94),(t67,t111)),(t101,t135)),((t20,t70),((t78,((t107,t57),((t96,(t110,t37)))#C)),((t117,t31))#G)))),((t23,((((t32,t93),(t122,t47)),t10),((t104,(t83,t26)),((t66,t128),(t44,(t115,t34)))))),((((((t49,t51),(t22,t103)),(t16,t112)),((t59,(#C,t3)),(#B,(t80,(t14)#D)))),(((((t33,t124),t24),t98),t132),((t136,t30),(t60,(t116,t127))))),(#F,(((t73,t121),t9),t140))))),(t102,(#E,t114))),((t62,(#I,((t74,t126),t40))),(((((t77,t42),(t133,t95)),(t134,t21)),t137),((t123,t64),(t130,((t86,(((t89,(t82,(#A,((t87,t1),(t118)#E)))),t109))#F),((t68,t48),((t11,(t6,t84)),(t8,(t61)#B))))))))),((t105,t38),((t29,(t76,t90)),(t43,(t120,(t113,(t39,t18))))))))","((((t72,(t138,t25)),((((t35,(((t92,(t15,t106)),t53),t52)),(t88,t85)),t75),(((t36,t100),(t65,(t97,t56))),(t139,(t27,t14))))),((t28,t2),(t79,(((t131,t99),t5),(t31,t117))))),((((t105,(t38,(((((t120,((t39,t18),t113)),t43),(t76,t90)),t29),((((t39,(t18,t113)),t120),(t29,t90)),t43)))),((t62,(t40,(t74,t126))),t108)),((((t21,t134),((t77,t42),(t133,t95))),(t130,(((t48,t68),(((t11,t6),t84),(t61,t8))),((t109,(t89,(t82,((t1,t118),t87)))),t86)))),(t64,t123))),((t114,t102),((((((t111,t67),(t58,t94)),(t70,((((t37,t110),t96),(t57,t107)),t78))),(((t45,t4),((((t69,(t13,t125)),t50),((t55,t55),t91)),(t81,t46))),(((t17,t129),t71),t54))),t7),((((t140,((t121,t73),t9)),(((t60,(t127,t116)),(t30,t136)),(t132,(t98,(t24,(t33,t124)))))),((t80,t59),(((t16,t16),t112),(t103,t22)))),((((t104,(t26,t83)),((t44,(t128,t66)),(t34,t115))),((t32,(t47,t122)),t93)),(t10,t23)))))))"
140,10,26,"(((((t51,((t32,(#A,t73)))#I),(#G,(t126,t11))),(t66,((t4,t39),(t83,t8)))),((((t122,t82),(t42,((t63,t129),((((t61,t64),((t40,t1))#F),t108),(t114,(#C,t17)))))),(t65,((t106,(t55)#B),(t137,t134)))),(((t121,(t118,t119)),(((((t140,((t91,t12),(t97,((t104,t58),t19)))),(((t53,t77),((((t98,t44),((t54,(t28)#G),t131)),(t18,t93)),((t76,(t86,(t88,t130))),t48))),(((t109,(t25)#E),((t127,t100),t138)),((((t7,t57),t70),(t94,t135)),t37)))),((((t72,t102),(t128,((t52,(t24)#H),#J))),(t87,((t81,t90),(((t89,(t31)#C),t79),t69)))),(#F,t5))),((((t123,t103),t29),(t115,(t30,(t36,t68)))),((t80,t34),(((t56,t107),(#H,((t3,t110),t49))),((t117,(t133,(t99)#A)),t20))))),t74)),(t67,(t47,t14))))),((((t124,t9),((t116,(#I,(t27,t75))),t139)),(t22,(t71,t13))),((t85,(t2,(t59,(t43,t46)))),(#D,((((t62,(t16,t125)),(#B,((t113,(t26,(t96,(t111)#J))),(t105)#D))),(t112,t101)),((((t136,t33),((t84,((t132,t15),t6)),t35)),(t50,t38)),(t78,(((t92,t10),((t21,(t23,#E)),t45)),(t95,((t60,t41),t120))))))))))","(t74,(((t121,((((t99,t133),t117),(((t24,((t49,(t110,t3)),(t107,t56))),t80),t34)),((t29,(t103,t123)),(((t68,t36),t30),t115)))),((((t14,t47),t67),((t119,t118),(((t5,(((t52,t128),(t72,t102)),t87)),((((t79,t31),t69),(t81,t90)),t89)),((t140,(t12,((t91,t97),(t19,(t104,t58))))),((t138,((t76,(t86,(t130,t88))),t48)),((t37,(t77,t53)),(((((t127,t100),(t25,t109)),(t135,t94)),(t70,(t57,t7))),((t18,(t93,(t44,t98))),(t54,t131))))))))),(((((t66,(t39,t4)),(t83,t8)),((t28,((t126,t126),t11)),t51)),(((t51,(t11,t126)),t28),(((t83,(t8,t8)),(t4,t39)),t66))),(t59,(((t46,t43),t2),t85))))),((((((((t42,(t65,t65)),(t63,t129)),(t114,t17)),(t122,t82)),(((t40,t1),(t61,t64)),t108)),(((t106,t134),t137),((t134,t106),t137))),(t105,t105)),((((t101,((t125,t16),t62)),((((((t112,((t26,t113),t55)),(t96,t111)),((t96,t111),t113)),((t125,t16),t62)),(t55,(t112,t101))),t26)),(((t136,t33),(((t84,(t132,t15)),t35),t6)),t50)),((((((((t21,t23),t10),t78),t120),t95),(t92,t92)),t45),(t41,t60))))))"
140,10,27,"(((((t37,((((t93,t16),(t60,t36)),((t9,t121),((t18,(t119,t70)),t87))),(#E,(t90,(t6)#H)))),(t32,((((t63,t124),t104),(t59,t44)),(#C,t79)))),((t127,(((t1,t22),t83),((t34,t134),t109))),((t51,t33),((t110,(#I,((t21,t117),(t58)#G))),t8)))),((t15,t69),((t122,(t55)#I),(#D,(t19,t129))))),(((((t92,t85),(t106,((((t50,t35),((t62,t75),t25)),(t136,t115)),(t64,(t20,((t98,t113),t78)))))),((((t12,t48),t14),((t30,t97),(#F,(t53,t94)))),((t128,(t96)#A),((t45,(t125,t57)),t112)))),((t102,t40),t23)),(((t2,(#A,t27)),(((((t140,(t71,(t29,t77))),t95),t4),(t118,t42)),(t84,((((t5,t13),(t24,(t135,t73))),(t137,(t3,(t99,(t74,(t103,(t31,t88))))))),((t130,t66),t65))))),((((t26,(t68,(t7)#C)),(t101,(t123)#F)),t100),(#B,(((((t111,(t38)#E),(t105,t108)),t107),((t17,(t116,(t46,t126))),t114)),(#H,((((t52,(#G,t72)),((((t80,(t11,t49)),t82),t56),(((t120,(t81)#D),(t89,t43)),(#J,(t67,(t131,(t47,(t39)#J))))))),t86),(((t76,t61),(((t139,t91),((t10,(t41)#B),t54)),t133)),(t138,(t28,t132)))))))))))","((((((t51,t33),((t110,(t21,t117)),t8)),(((t134,t34),t109),((t1,t22),t83))),t127),(((t15,(t69,t69)),(t129,t19)),(t55,t122))),((((((t48,t12),t14),((t94,t53),(t123,(t97,t30)))),((t112,((t125,t57),t45)),((t96,t128),(t128,t96)))),(((t92,t85),(t102,t23)),(((((t136,t115),(t35,t50)),(t25,(t75,t62))),((t20,((t98,t113),t78)),t64)),t106))),(((t27,t2),((((((((t76,t61),(t133,((t54,(t41,t10)),(t139,t91)))),t86),(t138,(t28,t132))),(t56,((t80,(t11,(t49,t49))),t82))),((((t105,t108),t111),t38),t107)),(t114,(t17,((t126,t46),t116)))),(((t68,t26),t101),t100))),((((t118,t42),((t95,t95),(((t77,t71),t29),t140))),t4),(((t137,((t3,(t99,((t74,(t31,t88)),t103))),((t13,t5),(((t73,t135),t24),((t73,t135),t24))))),(t65,(t130,t66))),t84)))))"
