n,r,network_nr,network,gene_tree
60,10,333,"(((((t1)#F,((v)#J,(((e2,a2))#B,l1))),((((b,(((e1,s1))#G,(#J,p))),c2))#D,(((((d2,k),(x,((h1,f),(#B,j)))),((a1,n),k1)),u1),(((((g,l),r),((((h2,(#G,(d1,(q1,c)))),h))#E,y)))#C,(i,(((x1,(t,a)))#I,g2)))))),((((n1,b1),(#D,(#I,(f2,(d,r1))))),(q,(#F,m1))),(((z1,(((i1,m))#H,j1)),(#H,c1)),(#C,w)))),(((f1)#A,(y1,(#A,p1))),(s,((#E,((o,o1),z)),((((e,v1),g1),(w1,u)),b2)))))","((((o1,((y,n1),((h1,i),h))),(k1,w)),(t1,(v1,g))),((((t,(((((o,s),p),(b2,j)),s1),((m,d1),n))),((i1,r),((g2,((m1,r1),q)),(f,(((g1,f2),v),(u,(a2,y1))))))),((z1,j1),(e1,b1))),(((x,c),e2),(((((((h2,k),q1),p1),(x1,(b,l1))),((e,u1),z)),((c2,((l,d),c1)),(a,f1))),((a1,d2),w1)))))"
60,10,334,"((((d2,(g2,((d1)#E,z1))),((t1,(z,f1)),((s1,(s,v1)),((((k,(l1,((t)#B,((o,d),(a1,n1))))),u))#C,((#B,((((h1)#J,(#J,(p1,(((((c1,b2),g1),h))#F,h2)))))#H,a)),(j,((f)#G,i1))))))))#I,(((#C,((#H,b),(((((x,w),(u1,(r1,g))),(#I,e2)),(#E,((n)#D,m))),(((#F,v),(((l,c),i),((((((m1,c2),q1),x1),(q,((k1,a2),(y1,y)))))#A,e))),p)))),((#D,o1),((b1,(#G,j1)),f2))),(#A,((w1,r),e1))))","((((((d2,l1),(g2,((h2,n1),(v1,(k1,(a,o1)))))),(p,i1)),k),((((((d1,e),c),e2),(c1,((x1,t),b2))),(h,(((c2,y),j),((s,((o,p1),e1)),((s1,y1),f2))))),g)),(((((a1,a2),q1),j1),(((m,r),((w,n),(t1,(z1,u)))),(x,(((v,g1),f),m1)))),((u1,b),(d,((z,i),(((f1,h1),(w1,r1)),((q,b1),l)))))))"
60,10,335,"((((t1)#D,(r1,(#D,(((c1)#H,(h,z)),x)))),(m1,(((((((((q1,n))#F,g))#J,(d,(q,p1))),w))#I,(((v,(#F,(f,(i1,r)))))#C,l1)),(#I,((((o1,h1),f1),(#C,f2)),(((g2,(((a1,s))#E,(z1,(g1,(h2,i))))),(#J,d1)),s1)))))),(((#E,(((((a2,c))#A,j),k1),e2)),(((u1,(j1,((y1)#B,a))),(d2,(e,n1))),(#B,o))),((((w1,y))#G,v1),(#A,(((p,l),((b1,(x1,m)),(b2,e1))),((((#G,k),t),b),(u,(#H,c2))))))))","(((((n,(w,(d,k))),((((y,i1),f1),(z,g2)),(b1,j1))),(p1,((d2,s),(a1,z1)))),(n1,u1)),(((f,h1),q1),((((((v,e),((r,((((m1,w1),u),f2),j)),((d1,y1),e1))),(s1,e2)),t1),((x1,h),(((l1,i),l),a))),(((b,(b2,(g1,c1))),(r1,(((t,(a2,k1)),((v1,(o1,q)),x)),g))),((m,(o,p)),((c2,h2),c))))))"
60,10,336,"((((((m,a))#B,((t,((h)#G,f2)),c2)),(m1,p)),(((p1,((r1)#A,(#B,((a2,b1),((y1)#I,e2))))))#J,(((u1,x),(#J,((#I,g2),((s,(#A,((f1)#D,(r,d)))),((b2,q),((z1)#E,e1)))))),((((d2)#H,o1),(u,y)),x1)))),((((n1,(h1,(#H,l))),(((w,z))#F,j1)),((c1,((g1,((g)#C,d1)),(((f,a1),((#E,l1),(#C,(#G,v1)))),k))),(((w1,(c,((n,q1),i1))),k1),((#D,e),s1)))),((v,(#F,o)),((b,t1),(j,(h2,i))))))","((((x1,(z,b1)),((((b2,(((x,i),(((f,h1),c2),y1)),o)),((r,m1),t1)),d2),(p1,((c1,a),v1)))),(g1,f2)),(((((((k1,y),v),((k,((u1,h2),p)),(o1,(g2,a2)))),(b,s)),((g,d),(((e,n),(w1,t)),j))),((a1,m),(q1,d1))),((((i1,(w,(u,l))),((q,s1),f1)),r1),((((c,l1),e2),(j1,h)),(n1,(z1,e1))))))"
60,10,337,"(((((b,c2),(((((n,y),((((z1,((s1)#A,(c1,d2))),w))#I,(h,k))),(t1,(m,u))))#D,(v1,p))))#E,((g1)#C,g2)),(((((i1,(#C,l1)),e),(j,a)),(((m1,s),((f2,(h2,g)),((((((w1,((h1)#F,z)),u1),f),((#A,((i)#G,x1)),(((f1,c),b2),(#E,(q,(p1,(#G,e2))))))))#H,((((l,a2),((((((v,q1),(d,(#F,o))))#J,(#D,(j1,d1))))#B,r)),(e1,y1)),(#I,(a1,r1)))))),((o1,(#B,b1)),x))),((#J,(t,k1)),(#H,n1))))","(j,((((((o1,(w1,i)),f1),(((d2,(j1,a2)),(n,a1)),(r,(k,n1)))),k1),s1),((((((i1,l),f2),((((e1,r1),h1),(h2,p1)),(h,o))),((((((d,g),x),p),m),(((w,(c1,z1)),(a,u)),(x1,g1))),(((b,v1),(((c2,u1),(v,(z,((e,(y1,y)),((f,b1),d1))))),c)),((e2,(t,t1)),(m1,q))))),(((l1,g2),b2),s)),q1)))"
60,10,338,"((((v1,q),((((o1,(h1,b1)))#B,(j,j1)),((e1,b),q1))),(#B,(((((d1,((s)#J,a)),((t1)#G,e)),c1),(((u)#F,m1),((y1,l),(t,(((n,(((#G,g2))#E,c)))#I,u1))))),((h,((p,m),(((x)#A,((n1)#H,(i1,a2))),((#J,y),((r1,(#H,h2)),(#A,(#I,(((g1,(((o,d),b2),((((r,k1),i),c2),w))))#D,k)))))))),(((((e2,(#F,a1)))#C,x1),s1),d2))))),(((((f1,(l1,(#C,v))),w1),p1),(z1,g)),((#D,(f2,(#E,f))),z)))","(((((x1,(((z1,h),(i,((o,s),t))),u1)),((((y1,d1),j),((p,n),l1)),(a,((v1,(((h1,(r,m)),n1),b)),(c1,u))))),((g2,k),(e,((q,(e1,m1)),a2)))),(w,((h2,((((v,(w1,t1)),d),(((b2,f),a1),(l,b1))),r1)),((g1,e2),c2)))),((f2,s1),(((z,(p1,f1)),(k1,y)),(((d2,g),(q1,c)),((o1,j1),(x,i1))))))"
60,10,339,"((((c2,(o1,((((d2,n1),((t)#D,(l1,((c1,v1),(z,w))))))#B,y))),((h1)#G,(b1,(#D,(s,q))))),((i,((w1,d),a2)),((((((f)#C,(m,g)),q1),(a1,(m1,h2))),(i1,p1)),((y1,(k,((d1)#J,k1))),(e1,((p)#A,(b2,(((#J,(f1,j)))#F,(e,r1))))))))),(((u1,(((#F,(f2,((l,e2),(((#C,z1))#E,j1)))))#H,(((n)#I,(#I,(g2,c))),(v,u)))),(x,(#E,o))),((#H,h),(((#B,((t1,(#A,g1)),(((#G,s1),b),a))),x1),r))))","((((((((u,((q,g2),j)),(o1,(t1,a))),((n1,j1),(((p1,f1),(b2,i1)),r1))),(h1,((h2,e2),(o,s1)))),(f2,b)),(k,n)),(((((z1,w),((t,c2),g)),(x,(((((r,(z,i)),x1),v1),(k1,y1)),c))),((q1,b1),e1)),(((m,(c1,((f,g1),a1))),(u1,(m1,(w1,v)))),(d2,s)))),((h,d),(y,((p,(d1,e)),(l,(a2,l1))))))"
60,10,340,"((((((b1,((s1)#J,l)),(f1,i1)),(((q)#E,((e)#H,g1)),q1)),(p1,((l1)#I,r1))),(o1,c2)),(#E,((u,(x,(f,v1))),((((b,((h,(e1,e2)),((((((v)#G,h2),((n)#D,(#I,y1))),(((t1,s))#A,u1)),(f2,((k)#F,d))),((n1)#B,(((#B,(j1,w1)),(d2,g)),r))))),(((a1,(o,g2)),c1),((#A,a),(#H,x1)))),((#D,b2),(m1,h1))),(((z1,m))#C,((a2,(#C,(#F,(i,p)))),(#J,(d1,(z,((c,((y,(#G,k1)),w)),(j,t)))))))))))","(((((g2,(c2,n1)),i),(((w,a1),((f,g),f1)),(t1,(o1,r1)))),((h1,x1),(((p1,u),(w1,d)),((d2,h2),((((b,z),q),e1),e))))),((((d1,(c,e2)),(y1,(q1,(((b1,((b2,m1),n)),o),((s,(j1,g1)),r))))),(((h,l),((v1,t),(k,(f2,(x,u1))))),(j,z1))),(((((a,y),a2),(l1,c1)),(m,p)),((i1,(s1,v)),k1))))"
60,10,341,"(((((d1)#J,(((#J,p1))#D,(n,(((((w1,(((g1,(j,(n1,(#D,e)))))#H,d)),(r,(r1,y1))),(c2,h)))#G,x1)))),o1),(a1,k1)),((((((b2,v))#B,(b1,a)),((t1,q1),(i1,g2))),((l,(((#H,m1))#C,((v1,u),((c)#E,(((g,(#C,j1)),(#E,b)),u1))))),(((h1,f),((l1)#I,(e1,f1))),(((e2,(y,p)),(d2,(#I,(m,(((x,a2),(f2,(z1,((z)#A,s1)))),((((#A,h2))#F,c1),(#B,i))))))),((#F,q),(w,(s,o))))))),(#G,(t,k))))","(((((((i,p),(d2,t)),u1),i1),t1),(((h,u),(((d1,e),(a,g1)),s1)),(r,(e1,f2)))),(((r1,(l,((q1,v),g))),((((c,(d,o1)),(m,(j,(m1,k1)))),p1),(((((q,(k,((x1,h2),o))),h1),(e2,w)),((a1,(y,c2)),b1)),(n,a2)))),(((f,(n1,(l1,w1))),(((g2,(b2,x)),((c1,s),b)),(((y1,v1),f1),j1))),(z1,z))))"
60,10,342,"(((((x1)#C,(n1,(((m1,g1),o1),x))),a),(((y,e2),((b2)#I,(r,((((b1,c),k1))#B,((h2)#J,e))))),(((z1,(s1,((d2)#G,y1))),(i,(((v,o),(((u,s),(((t1)#F,i1),(n,((((((#G,a2),((l,(h,a1)),j1)))#H,(f1,(u1,(#H,(f,((v1)#E,q)))))))#D,(#J,g2))))),w1)),((c2,h1),(p1,(#I,(#B,k))))))),((#D,(z,(#F,((c1,l1),b)))),f2)))),((t,((m,(#C,e1)),(((q1,((j,w),(#E,p))))#A,(r1,g)))),(#A,(d,d1))))","(((c2,r),u1),((((y1,(((z,d2),i),d1)),((l1,(s,((b1,(l,o)),((b2,n),(c,p1))))),((((m1,(t1,w)),a1),((q1,y),(w1,j))),v))),((j1,(g,(x,h2))),(e2,(f2,(q,v1))))),((((((((g2,m),e1),x1),a2),(((k,t),(((n1,(e,u)),b),p)),((g1,a),c1))),((f,f1),s1)),(((z1,r1),(h1,o1)),i1)),((h,k1),d))))"
60,10,343,"((((((v1,p),(((f,y))#I,(e1,l1))),((((g,h1),f2))#B,((k1)#F,((d1,y1),g1)))),((b1)#G,q)),((h)#J,(((((x1,(#F,r1)),(t1,x)))#H,((c2)#D,(b,r))),(((c)#E,b2),(#B,(w,(#I,t))))))),(((e2,(((o1,(#E,k)),s),o)),(((z1)#C,i1),(h2,e))),(((d,a1),(((n1)#A,(f1,c1)),(#A,(((((z,m),(l,i)),a2),(a,(v,d2))),((#G,p1),(#D,q1)))))),(((w1,(g2,(#J,(m1,(j,s1))))),(#H,n)),(#C,(u,(u1,j1)))))))","(((((w1,((f,((b2,d),(i1,f2))),(r,r1))),((((c,p),(n,o)),(((a1,d2),((x,d1),k)),((x1,s1),t1))),((c2,i),h1))),(((e2,z),(t,(m,l))),f1)),((q1,(b,e)),(a,((s,o1),g1)))),((b1,w),((((g,(h,u1)),(v1,(j,g2))),((((u,v),(j1,((p1,e1),c1))),(k1,a2)),(y,h2))),(y1,(((n1,z1),l1),(m1,q))))))"
60,10,344,"(((((v1,n1),(((a1,((f2,m1),(((((x1,((m)#H,f1)),x),l))#G,u1))),z1),(((y1,((h2)#B,s)))#A,((((g)#J,((h,s1),(r1,k))))#F,((#B,e1),c1))))),((c2,((l1)#D,r)),w)),(((((a2,(v,(b1,(b2,((t)#I,d2))))),(w1,j)),j1),(#G,n)),(((#H,(o,((q1,(#F,(c,(((#J,(#I,e2)))#E,p1)))),(((p,a),(i1,(#D,g1))),q)))))#C,((#A,k1),((f,o1),((e,(g2,(#E,h1))),((i,y),((z,t1),(d,d1))))))))),(#C,(u,b)))","(((((d,x1),(c2,b2)),(w1,((d2,((r,c),z1)),c1))),(((((y1,i),k1),(p1,(b1,o))),(((v,(h2,m)),f1),((g1,j1),(((g2,q1),((w,f),e)),y)))),(((((n1,a1),(l1,v1)),(((u1,((q,z),e2)),(t1,((d1,t),(g,l)))),(x,(p,u)))),((h1,n),a2)),(((e1,k),((i1,m1),(a,h))),s)))),((b,r1),(o1,(s1,(f2,j)))))"
60,10,345,"((h2)#A,((((((d1,(n,(s1,u1))))#I,((((v)#D,(z,q)),((x1)#H,d2)),((r,((m)#B,c1)),(l,(#H,t1))))),(((e,(#D,((f2,b2),(((v1,p),j),b1)))),((k)#E,(c,(c2,a1)))),(((f,o1))#J,((l1,g2),p1)))),((((a2,((h1,(#E,z1)),w)),(((i,(s,((t)#F,f1))))#C,(x,g))),(((h,(#J,d)),(#F,a)),((k1,e2),y1))),((y)#G,((#B,(b,g1)),(o,(#G,r1)))))),(((#A,((j1,n1),w1)),(#C,(i1,q1))),(#I,((m1,u),e1)))))","(((((t,k),d2),e2),(v1,e1)),(((d1,((g2,c1),f1)),((u,g),g1)),(((b,t1),x),((((f,n1),(b1,z)),((((f2,d),n),(w1,y)),(o1,(((h,i),(c2,(h1,p1))),(m1,q1))))),((o,((x1,(j1,a)),(b2,(((r1,(i1,(p,h2))),(m,u1)),(((q,y1),(c,a2)),l))))),((l1,w),((j,((a1,e),(s1,v))),((s,z1),(r,k1)))))))))"
60,10,346,"(((((((g)#C,(((r1,x1),a2),c2)))#J,(h,h2)),c),((((x,((d,(#J,k)),h1)),(b,(o1,a))),v),((((d1)#A,(t1,a1)),(((((b2,(((w1,(#C,c1)),(((z,q))#I,y1)),(#A,y))),((((v1,((((i,z1),s))#D,(j1,s1))),(j,l1)),g2),(k1,(((i1,(w,((f2)#H,p1))))#G,((g1,t),e))))),((#G,l),((f,m),(d2,((n)#F,(o,n1)))))))#E,(#F,e1))),(#D,(((u1,u))#B,(((#H,f1),b1),e2)))))),(#E,((r,(q1,m1)),(#B,(#I,p)))))","(((((q,((u1,i),f)),(((z,i1),(j,(w,t))),(((u,m1),s1),((a,c1),h2)))),(((a2,g1),(o,r1)),x)),((((p,n1),(f2,v1)),(((g,d),((n,r),(k1,c))),(z1,(h1,t1)))),(x1,m))),(((((e1,y1),v),((j1,a1),b)),(e,((y,e2),w1))),(((f1,((l,b2),q1)),c2),(h,(s,(((((b1,l1),o1),d1),d2),(p1,(g2,k))))))))"
60,10,347,"((g2)#F,((((#F,(a2,((((d,s1),l))#B,u))),h2),(((v,e),((a1)#I,z)),((f,((t1)#D,((#B,(o,y1)),((((i,((((m,w1),k1))#G,d1)),(c1,(((((b1,n),((r1)#J,u1)),(#G,s)))#A,(q1,j1)))),j),(h1,v1))))),a))),(((#I,(i1,x1)),o1),(((g,m1),((h)#H,(((#A,(#H,c)),(#J,((f1,(#D,(((g1,r))#C,z1))),(c2,b2)))),((y,(((f2,l1),w),e1)),((n1)#E,x))))),(((#C,(#E,((d2,t),p1))),(b,k)),((p,q),e2))))))","((((e,c2),(q,r1)),((k1,f1),(z,v1))),(((((e1,b1),(h,((o1,x1),w1))),((r,t1),((n1,b),(b2,x)))),(((a,m),w),(g,(p,a2)))),((((e2,a1),((d,g1),(n,h2))),((i1,j1),(m1,((g2,(d1,l)),(((y,o),(l1,(u,s))),(c1,v)))))),(((z1,(p1,y1)),f),(((j,((h1,(i,q1)),d2)),(s1,u1)),(k,(f2,(c,t))))))))"
60,10,348,"((((i1,(y1,(g1,a2))),((t)#I,l)),((r1)#D,(((a)#B,h),m))),(((((#D,(g2,(e1,(k,e)))),((j)#H,((((h1,(q1,((((o1)#F,z1))#C,o))),n),(b,t1)),(i,u)))),(((s1,c2),(((p1,v))#G,(h2,(((((#I,d2),d1),f1))#A,w)))),f)),(#C,((f2,(x,l1)),p))),(((c,(b1,q)),r),((((m1)#J,e2),((w1,g),((#G,(((#B,a1))#E,c1)),d))),(b2,((((s,v1),(#E,j1)),((#F,(#J,(x1,(#H,u1)))),(#A,(k1,z)))),(n1,y)))))))","((((t1,((e,z1),(e2,(((m,b2),o1),f2)))),((a,p1),(i1,p))),(((((((((q1,b1),g2),(m1,(w,t))),k),c),(f,j1)),(((q,((w1,h2),o)),((f1,d),((h1,x),z))),((y,g),(j,r1)))),(e1,(k1,(l,(y1,g1))))),(((x1,(a2,c1)),(c2,(v1,u))),(a1,d1)))),(h,(((b,(((d2,n1),v),i)),(r,s)),(((l1,s1),u1),n))))"
60,10,349,"((((((c2,(((d1)#F,q1),(i,o))),(((g2,w1),((i1)#G,(v,((((j,x1),a))#C,((k1,(((n1,h))#B,(#F,c1))),f2))))),((e1,((h2)#D,p)),z))),((x,(a2,((((v1)#J,g))#E,e))),(d2,(#G,y1)))),(#B,(((h1,f),(g1,(r1,m1))),((o1,((((((s1,z1),(((((a1,y))#A,s))#H,l1)),q),((#H,(p1,t)),(#E,k))))#I,b2)),d)))),(#I,((c,(u1,(n,r))),((#C,(b,t1)),(#A,(b1,u)))))),(#D,((w,(e2,m)),(j1,(f1,(#J,l))))))","((((f2,(((n,a2),h),(e2,u))),((w,((w1,x),(m,z))),((g1,p),s1))),l1),((((l,r),(((e1,c),k),((n1,(i,((y,(h1,(e,t))),(r1,f)))),((x1,((d1,q),(q1,g2))),(((o,z1),c1),g))))),(y1,(((m1,(t1,v1)),(h2,v)),(f1,((s,(i1,k1)),b1))))),(c2,(((a1,((j,b),u1)),((a,o1),p1)),(b2,((j1,d),d2))))))"
40,10,350,"(((n)#G,(((((h,e),(((((u,w))#D,d1),((((((i1)#F,g),q),l1))#E,((y)#C,(k,h1)))),m1)),(g1,p)))#H,c)),((b)#B,(#C,((((m,((k1)#A,t)),f),(((b1)#J,(#E,((#A,x),(v,d)))),(o,(n1,(j,(f1,(#F,(((#H,(i,c1)))#I,s)))))))),(#G,(#J,(((z,r),(e1,(#D,l))),((#B,(a,j1)),(#I,a1)))))))))","((((((e,f),((c,(l,f1)),n1)),(((u,q),((a1,d),(b1,(m,(((t,i),(m1,n)),j))))),(a,j1))),((p,((k1,z),k)),(h1,h))),((r,c1),(l1,(((e1,(w,i1)),(o,v)),(s,(d1,g)))))),(y,(b,(g1,x))))"
40,10,351,"((((((k,(g1,v)))#D,((m,l),(b1,((r)#J,o)))),((x)#E,((z,d),(#D,(w,l1))))),((j,((((g)#H,i),y),(((((((e1)#G,h1),p),n1),(u,c)))#I,((q)#C,e)))),((#E,(f1,(#H,c1))),(((j1,((((n,(k1,(#I,b))),(((a)#A,t),(#C,m1))))#F,(d1,(s,i1)))))#B,(#B,h))))),(#F,(#J,(#A,(#G,(f,a1))))))","(((p,(f1,x)),((((((k1,(m,e)),((y,b),((l1,g),((l,a),q)))),((r,g1),(((((v,w),(t,a1)),z),(m1,i)),j1))),(h,n)),((s,u),((k,d1),b1))),((((d,c1),h1),(n1,e1)),(((f,i1),o),j)))),c)"
40,10,352,"(((((g)#F,((((((n)#J,q),(j,c1)))#G,(((d,r),o),(b,(#G,((k1)#E,i1))))),((((k)#D,m),e1),(((z,(s,a)))#A,(((d1,((#J,(((t)#H,(f,u)),(y,w))),(#D,e))))#I,n1))))))#C,(#C,(j1,(((a1,(m1,(#H,((v)#B,b1)))),(#A,(#E,l))),(#I,i))))),(((((#B,(x,l1)),h),c),h1),((p,(#F,f1)),g1)))","(((((l1,v),(e,d)),(p,h1)),((g1,o),(((c1,k),(r,u)),(e1,(s,g))))),((((((m1,(n1,b1)),(j1,(i1,((t,(m,d1)),b)))),c),(x,y)),(n,(l,a))),((w,(((a1,q),(z,k1)),((i,f1),(f,h)))),j)))"
40,10,353,"(((((((e1,j),(v,(m,b))),w))#J,((y,((k1)#G,i)),(p,(((c1)#D,n),k)))))#H,(((((m1)#F,l1),((x,u),g)),(((s,(#H,h1)))#B,((z,(#D,(((((#G,(j1,(#F,n1))),(#B,(((h)#I,d),((a1,(#I,i1)),e)))),(o,f)))#C,c))),((((d1,r),q))#A,((f1)#E,(#C,(a,b1))))))),((#A,(#J,l)),((#E,g1),t))))","((((((((w,i),(o,j1)),((c,(k,h)),(g1,a1))),(n1,(((f1,i1),v),(q,b1)))),t),((x,j),h1)),(k1,e1)),(((((l,(g,s)),((m,f),(z,b))),(((u,(d1,c1)),(p,m1)),((n,d),e))),(a,l1)),(r,y)))"
40,10,354,"((((f,((k1)#B,j1)),((r)#D,g1)),((m1)#G,(#D,x))),((((p,m),(t,((b1)#C,(h,c)))),((h1,((i)#J,(((u)#I,w),v))),(#G,((((d1,(n1,l1)))#H,(((#H,e))#E,(n,((((z,(#J,(i1,q))),(#E,(#C,(((c1,g),j),l)))))#F,k)))),(((s,(y,e1)))#A,(#A,((f1,b),(o,a1)))))))),(#B,(#F,(#I,(d,a))))))","((((a,l),((((r,e1),o),j1),(j,n))),((((z,(f,d)),c1),c),((((k,b1),g1),((p,(d1,(i1,(x,(e,n1))))),h)),((t,y),u)))),((((m,l1),(((w,k1),a1),((g,m1),q))),(h1,v)),((b,f1),(i,s))))"
40,10,355,"(((e1,((((k)#H,m))#I,x)),(((((a)#B,(s,h)))#J,((((#B,(((f,c))#F,k1)))#E,((j,((l1)#A,b)),q)),((j1,(l,i)),(e,(((#F,(#I,u)))#D,i1))))),((p,r),b1))),(((m1,(#A,g1)),((((y,d),(#E,((#H,(#J,f1)),a1))),(g,h1)),(((n1,((n)#G,c1)),((t)#C,w)),(#G,(d1,z))))),(#D,(#C,(o,v)))))","(((((k1,(i,j)),g1),(j1,(((m1,t),a),((d,s),c)))),((i1,u),((((m,g),c1),(b,w)),(((((z,l),f1),(h,((q,a1),l1))),(h1,f)),(v,p))))),((((n1,n),(d1,((k,x),e1))),(e,b1)),(o,(r,y))))"
40,10,356,"((g1,q),((((e,v),(((y,((((r)#E,z))#G,h1)))#A,(n,h))),(((s)#D,((c1)#I,l)),(((x)#H,b1),(u,((#G,j),(l1,m1)))))),((((o,k),((m)#F,(f1,((k1)#J,b)))),(t,((((e1,(d,(#J,w))),((n1)#C,d1)))#B,((a,(#C,(#H,i))),c)))),(#I,((#F,(p,g)),((f,(#B,(#E,j1))),(#D,(#A,(i1,a1)))))))))","((((a,n1),(d,i)),(((y,(l1,g1)),g),((((z,(m1,n)),(b1,f1)),j1),((e1,(b,d1)),s)))),((e,(f,k1)),(((h,(u,(a1,i1))),(((c1,(x,j)),w),(((((c,q),r),(m,t)),(l,v)),(h1,o)))),(p,k))))"
40,10,357,"((((v,(j,p)),((k,f1),e1)))#F,(((e,y),((g)#A,((((((x)#D,h),((q)#I,g1)),d1))#E,(((c1,b))#H,(#D,(n,r)))))),((f,(((((h1,(n1,b1)))#J,((l1,d),(#J,k1))),(#E,l)),((t)#C,((a1)#B,((m,(#F,(#B,(z,i)))),((j1,(s,(#A,m1))),(#C,(#I,w)))))))),(#H,((i1,u),((a)#G,(o,(#G,c))))))))","((((((j1,h),x),z),(u,p)),(((d1,(w,(k1,b1))),o),(k,((c,i1),y)))),((((n,(g,e)),(((t,l1),((l,e1),g1)),(n1,(h1,s)))),((d,(a1,i)),(v,m))),((b,(((r,j),(c1,(m1,q))),f)),(f1,a))))"
40,10,358,"(((((s)#B,(((o)#D,h),l)))#G,((d)#J,(((l1,(#G,((b1)#E,c))))#A,k))),((((#J,i),(((((j)#C,m1),(#A,(#B,f))),w),z)))#F,(((((r)#H,d1),((a1)#I,(#H,a))),(p,((((#E,b),g1),u),(#I,((q,x),(e,((e1,i1),t))))))),(((g,(j1,n)),((k1,n1),(m,y))),(#D,(((c1,v),h1),(#C,(#F,f1))))))))","(((((w,(i,f1)),b),((m1,(g1,n1)),((((((k1,l1),s),k),p),a1),(((f,l),(e1,g)),(b1,(t,n)))))),((r,d),h1)),((v,i1),(((z,(e,o)),(((j,c),x),((j1,u),y))),(((d1,c1),q),(h,(m,a))))))"
40,10,359,"((i)#F,((((x,j1),z),((e,(l1,((p)#A,j))),t)),(((((c1)#H,((a1,i1),(q,e1))))#B,((((r)#D,(((l,(c,f)),y),(#D,((b)#E,o)))),((#A,a),((d)#G,(((f1,b1))#J,((w)#I,g1))))),(m,(#H,((k1)#C,h1))))),(#C,(((v,(#J,u)),(#F,(#E,n))),(#B,((h,((#I,m1),(#G,(n1,(g,(k,s)))))),d1)))))))","((o,((b,a1),((l1,g1),m))),((((j,t),(p,(r,(i1,n)))),((f,b1),(d,s))),((((c,(((d1,y),((e,j1),h)),n1)),(((g,m1),v),(u,e1))),(h1,((q,(l,((w,z),(k,a)))),x))),(((i,k1),c1),f1))))"
40,10,360,"((((((v)#I,f),(((d1)#H,(o,b)),(((((((q)#C,u))#E,(f1,c1)),(k,((c,((#H,b1),(j,n1))),y))))#A,i))),(((l1,((e1)#G,h1)),(((g1,(((#C,k1))#J,(#I,d))))#D,r)),((e)#B,x))),(#J,((p,((s,w),((z)#F,m1))),(m,(#E,t))))),((#A,((#G,j1),(h,(#D,n)))),((#F,(a1,(l,g))),(#B,(i1,a)))))","(((((d,(j1,b)),(f1,d1)),(x,((e,n),(e1,(l,q))))),((((l1,i1),w),(g,(t,b1))),c1)),((((m,v),((o,a),(f,(u,s)))),(p,(((i,m1),c),((h,n1),((a1,g1),(k1,r)))))),(((y,z),(h1,k)),j)))"
40,10,361,"(((((((d,u),x))#A,n1),(((((r)#B,((i1)#G,n)),(a1,((c)#I,l1))))#F,(d1,(#B,(e1,m))))),(c1,((y,((j1,(w,(((o,(((#F,k1))#J,(#G,f1))))#C,((l)#H,h)))),(((g,s),(e,t)),(p,((b1)#E,(b,i)))))),j))),((q,(#J,(#A,((#I,h1),(#H,a))))),(#C,(((f,z))#D,((g1,(#D,(k,v))),(#E,m1))))))","(((((((((a,(k1,((v,j1),u))),(n1,p)),d),((l1,g1),(f1,o))),((n,x),f)),(((q,(((h,j),l),(e,e1))),s),a1)),((c1,((z,i1),t)),d1)),(g,(b,((m,h1),(((i,k),(b1,w)),(c,(r,y))))))),m1)"
40,10,362,"((((((m1,d1))#I,((x,h1),((a)#F,n1))),((l1,((f,w),(y,d))),((((j)#E,c1),(((((((#E,s))#G,(((#G,(z,a1)))#C,v)),p),(((g,f1))#J,((n)#B,(o,k)))))#H,m)),(#J,(((l)#D,b1),((h,r),q)))))),(i1,(#I,(#H,(((((e,e1),(#D,(i,j1))),(#F,(k1,t))))#A,(#A,(u,g1))))))),((#B,(#C,b)),c))","(((((y,j1),(c,m)),((t,b1),(v,(((((n,k1),l),b),(f1,w)),(((h1,f),(d,i)),(d1,k)))))),((((c1,s),g1),(a1,(z,r))),((l1,i1),(((p,n1),a),(g,(q,(u,e1))))))),(e,(((h,o),j),(x,m1))))"
40,10,363,"((((o,((q,((z)#C,((m)#B,(u,x)))),(((g)#D,(w,c1)),((p,(#B,(((((((r)#I,s),(((b,((j1,n1),m1)))#A,k)))#J,((c)#H,(l1,i1))),(#C,((#I,(f1,((l)#E,k1))),d))),(#H,(e,(#E,t)))))),((#A,a),d1))))),((n,a1),e1)))#F,(((y,(i,(h1,(#J,j)))),((((v,f))#G,(#G,(#F,(#D,b1)))),h)),g1))","((((h,(y,z)),(s,x)),(((b,((k,w),l)),(((n,r),e1),j1)),((m,((f1,k1),((((((j,d1),n1),((m1,l1),(b1,u))),(c,g)),(e,a1)),((((i1,c1),(p,d)),v),g1)))),(((q,(h1,f)),i),o)))),(a,t))"
